Datum,BHKW1_Biogas (kg/m3),BHKW2_Biogas (kg/m3),Methangehalt CH4 (%),TS-Wert (g/L),pH-Wert
734124.99931713,1262,4790,53.5300903320313,7.4421292,7.6840274
734125.082650463,1222.58378952323,4802.4998553309,53.5300903320313,7.95972940785909,7.70653526384569
734125.165983796,1183.16757910153,4814.99971064434,53.5300903320313,7.45351117903783,7.6917797294409
734125.24931713,1143.75136862476,4827.49956597523,53.5300903320313,8.02636076233254,7.67997489245779
734125.332650463,1104.33515814799,4839.99942130613,53.5300903320313,7.56080674792542,7.70249130587091
734125.415983796,1064.91894772629,4852.49927661957,53.5300903320313,7.56991210413508,7.69710505547467
734125.49931713,1025.50273724952,4864.99913195047,53.5300903320313,7.38481023161573,7.6967588
734125.582650463,986.086526772755,4877.49898728137,53.5300903320313,7.57294545625856,7.69785849075576
734125.665983796,946.670316351051,4889.9988425948,53.5300903320313,7.94183466620944,7.69901589075422
734125.74931713,907.254105874284,4902.4986979257,53.5300903320313,8.09920979514298,7.70897081678799
734125.832650463,867.837895397516,4914.9985532566,53.5300903320313,8.10428181848849,7.71278946229505
734125.915983796,828.421684975813,4927.49840857004,53.5300903320313,7.62469819071512,7.70526457469267
734125.99931713,789.005474499045,4939.99826390094,53.5300903320313,7.93762580592841,7.70158879279573
734126.082650463,885.73656248278,4966.66296295822,53.3155176675702,8.0770483765685,7.70358681160831
734126.165983796,982.486562392674,4993.32962960005,53.1009151973721,8.03494662675871,7.72019856131332
734126.24931713,1079.23656243773,5019.99629627913,52.8863127268742,7.91363984840522,7.71886500851934
734126.332650463,1175.98656248278,5046.66296295822,52.6717102563763,7.61653718983827,7.69290667721192
734126.415983796,1272.73656239267,5073.32962960005,52.4571077861782,7.57323041069791,7.68440251009756
734126.49931713,1369.48656243773,5099.99629627913,52.2425053156804,8.04682862632355,7.6686317294409
734126.582650463,1466.23656248278,5126.66296295822,52.0279028451825,7.56369827028451,7.65902627395394
734126.665983796,1562.98656239267,5153.32962960005,51.8133003749844,8.00990684481511,7.66516274452533
734126.74931713,1659.73656243773,5179.99629627913,51.5986979044865,8.06331395960975,7.65561178321201
734126.832650463,1756.48656248278,5206.66296295822,51.3840954339886,7.59194452460764,7.63859703866364
734126.915983796,1853.23656239267,5233.32962960005,51.1694929637905,7.61551617324129,7.60803936958047
734126.99931713,1949.98656243773,5259.99629627913,50.9548904932927,7.96486903668248,7.65664928738001
734127.082650463,1959.33214504681,5229.17059225606,50.9693264025697,7.53763217268955,7.65642438258754
734127.165983796,1968.6655863979,5198.33690207837,50.9837941272788,7.63265611406005,7.67192039324765
734127.24931713,1977.99902776202,5167.50321185762,50.9982618520082,8.08316652260119,7.67576689957411
734127.332650463,1987.33246912614,5136.66952163685,51.0127295767375,7.60501898490239,7.68142405377879
734127.415983796,1996.66591047722,5105.83583145917,51.0271973014467,7.45113851239923,7.68611136301689
734127.49931713,2005.99935184135,5075.00214123841,51.041665026176,7.57420884916477,7.66984683868668
734127.582650463,2015.33279320547,5044.16845101765,51.0561327509054,7.99107509868821,7.71595104240259
734127.665983796,2024.66623455655,5013.33476083996,51.0706004756145,7.67716471169871,7.68588754528561
734127.74931713,2033.99967592067,4982.50107061921,51.0850682003439,7.55772589357544,7.68106906415107
734127.832650463,2043.3331172848,4951.66738039845,51.0995359250732,7.44584289357545,7.67721106415107
734127.915983796,2052.66655863588,4920.83369022076,51.1140036497824,7.91210413962795,7.67335306415125
734127.99931713,2062,4890,51.1284713745117,8.0003736162695,7.68802143973864
734128.082650463,2055.4166666636,4920.83333334769,51.2514457703209,7.61007472639163,7.68492814032034
734128.165983796,2048.8333333364,4951.66666665231,51.3744201659584,7.3913025725779,7.69598880754626
734128.24931713,2042.25,4982.5,51.4973945617676,7.4178287449089,7.68891312830214
734128.332650463,2035.6666666636,5013.33333334769,51.6203689575768,7.5793692193744,7.6942519037734
734128.415983796,2029.0833333364,5044.16666665231,51.7433433532142,7.45432760075664,7.70936374339501
734128.49931713,2022.5,5075,51.8663177490234,7.72586251976534,7.73225593736211
734128.582650463,2015.9166666636,5105.83333334769,51.9892921448327,8.06730523523078,7.73488962352632
734128.665983796,2009.3333333364,5136.66666665231,52.1122665404701,7.50055939848973,7.72562882704479
734128.74931713,2002.75,5167.5,52.2352409362793,7.75299658391641,7.68241375986692
734128.832650463,1996.1666666636,5198.33333334769,52.3582153320885,7.51989821407875,7.7247687130305
734128.915983796,1989.5833333364,5229.16666665231,52.4811897277259,7.44443451018543,7.69923049829099
734128.99931713,1983,5260,52.6041641235352,7.42733289359469,7.72049697921311
734129.082650463,1982.91666666663,5256.66666666511,52.5848741531282,7.34466177602975,7.70467014259933
734129.165983796,1982.83333333337,5253.33333333489,52.5655841827482,7.56934868705166,7.70968390377313
734129.24931713,1982.75,5250,52.5462942123413,7.50256098288249,7.72852632378169
734129.332650463,1982.66666666663,5246.66666666511,52.5270042419344,7.34707133005494,7.73289628024708
734129.415983796,1982.58333333337,5243.33333333489,52.5077142715544,7.59172765760713,7.73488897898919
734129.49931713,1982.5,5240,52.4884243011475,7.48094973056569,7.73308867661257
734129.582650463,1982.41666666663,5236.66666666511,52.4691343307405,7.79762840555436,7.71437466515349
734129.665983796,1982.33333333337,5233.33333333489,52.4498443603605,7.65571317999283,7.68669197616136
734129.74931713,1982.25,5230,52.4305543899536,7.59824355924923,7.70534566320689
734129.832650463,1982.16666666663,5226.66666666511,52.4112644195467,7.20480482438077,7.27520783130033
734129.915983796,1982.08333333337,5223.33333333489,52.3919744491667,7.78815095848552,7.6949564378611
734129.99931713,1982,5220,52.3726844787598,8.08977592560353,7.7228235239816
734130.082650463,1986.583280288,5225.83326582109,52.2786462859167,7.67675876360566,7.72524377433096
734130.165983796,1991.16656056959,5231.66653163402,52.184608093205,7.47180897157476,7.74022839899686
734130.24931713,1995.74984085759,5237.49979745511,52.090569900362,7.67042510516342,7.71276550326265
734130.332650463,2000.33312114558,5243.3330632762,51.996531707519,7.58049001232594,7.70994003207554
734130.415983796,2004.91640142718,5249.16632908913,51.9024935148073,7.83452751823982,7.70801103207562
734130.49931713,2009.49968171517,5254.99959491022,51.8084553219642,8.07089153699312,7.69768967641544
734130.582650463,2014.08296200317,5260.83286073131,51.7144171291212,7.58261897054125,7.70199991981116
734130.665983796,2018.66624228476,5266.66612654424,51.6203789364095,7.87144300654212,7.68164535283187
734130.74931713,2023.24952257276,5272.49939236533,51.5263407435665,7.55743765859671,7.66975119245321
734130.832650463,2027.83280286075,5278.33265818641,51.4323025507234,8.03119088304621,7.68428674339573
734130.915983796,2032.41608314235,5284.16592399935,51.3382643580117,7.57040432200788,7.68106906415125
734130.99931713,2036.99936343034,5289.99918982044,51.2442261651687,7.58730430901709,7.67169322516335
734131.082650463,2054.33112651551,5310.83068090807,51.2104595566151,7.62975211198513,7.6526517016017
734131.165983796,2071.66466045324,5331.66425535245,51.1767013203637,7.70577170591023,7.66692574339501
734131.24931713,2088.99819441518,5352.49782982594,51.1429430840652,7.9619702490699,7.65997812830214
734131.332650463,2106.33172837712,5373.33140429942,51.1091848477666,8.1519363318856,7.64862467019602
734131.415983796,2123.66526231485,5394.16497874381,51.0754266115152,7.80174889336586,7.68357216695504
734131.49931713,2140.99879627679,5414.99855321729,51.0416683752166,7.96838954315609,7.69225887169786
734131.582650463,2158.33233023873,5435.83212769078,51.0079101389181,7.48964210588897,7.64029557584645
734131.665983796,2175.66586417645,5456.66570213516,50.9741519026666,7.73409078742191,7.69072209081771
734131.74931713,2192.99939813839,5477.49927660865,50.9403936663681,7.64234674314368,7.66267551320855
734131.832650463,2210.33293210033,5498.33285108213,50.9066354300695,7.66872848679145,7.67843571132019
734131.915983796,2227.66646603806,5519.16642552651,50.8728771938181,7.20723805433808,7.64730754528561
734131.99931713,2245,5540,50.8391189575195,7.96447645081604,7.646219
734132.082650463,2265.58309511155,5544.16661844363,50.8535863473502,7.91564943153862,7.65740557903898
734132.165983796,2286.16619019434,5548.33323688145,50.8680537371606,7.76733986842645,7.66338790377313
734132.24931713,2306.74928530589,5552.49985532508,50.8825211269912,7.09841256273288,7.68409496943764
734132.332650463,2327.33238041743,5556.66647376871,50.8969885168219,7.47099277813483,7.6586894601223
734132.415983796,2347.91547550023,5560.83309220652,50.9114559066323,7.28314984175998,7.65592803207562
734132.49931713,2368.49857061177,5564.99971065016,50.925923296463,7.07854644426592,7.66332387169786
734132.582650463,2389.08166572332,5569.16632909379,50.9403906862936,7.84386055475649,7.66264751603777
734132.665983796,2409.66476080611,5573.3329475316,50.954858076104,7.53840377584996,7.6859275990547
734132.74931713,2430.24785591766,5577.49956597523,50.9693254659347,7.76199324755673,7.686728
734132.832650463,2450.8309510292,5581.66618441887,50.9837928557653,7.56118379770749,7.67926812829693
734132.915983796,2471.414046112,5585.83280285668,50.9982602455757,7.34513463119173,7.67155212830232
734132.99931713,2491.99714122354,5589.99942130031,51.0127276354064,7.43414017790632,7.70458798941194
734133.082650463,2455.50464704907,5547.50541094754,51.3092776033363,7.3152183195535,7.73584952178835
734133.165983796,2419.00422462251,5505.004919081,51.6058667546115,7.53848404251462,7.72382789119603
734133.24931713,2382.50380214496,5462.50442715509,51.902455906301,7.84469280152559,7.73270418402047
734133.332650463,2346.00337966741,5420.00393522918,52.1990450579905,7.68708991999255,7.73488962352632
734133.415983796,2309.50295724085,5377.50344336264,52.4956342092657,7.81933559320938,7.72376369798615
734133.49931713,2273.00253476331,5335.00295143673,52.7922233609552,7.8837529735829,7.71218920905043
734133.582650463,2236.50211228576,5292.50245951081,53.0888125126447,7.23305935921486,7.72112983962233
734133.665983796,2200.0016898592,5250.00196764428,53.3854016639199,7.06517953509311,7.71772038641977
734133.74931713,2163.50126738165,5207.50147571836,53.6819908156094,7.54507956077769,7.72878246314865
734133.832650463,2127.00084490411,5165.00098379245,53.978579967299,7.59156780905997,7.73476157044006
734133.915983796,2090.50042247755,5122.50049192591,54.2751691185742,7.30911527521706,7.71443837496149
734133.99931713,2054,5080,54.5717582702637,8.14278483172336,7.71558355496733
734134.082650463,2060.33326003432,5086.66658950981,54.5621132377473,7.45187985200889,7.69888313144153
734134.165983796,2066.6665200598,5093.33317901031,54.5524682052445,7.08727091521727,7.69457206415125
734134.24931713,2072.99978009412,5099.99976852013,54.5428231727281,7.96148256495444,7.7000389037734
734134.332650463,2079.33304012844,5106.66635802994,54.5331781402118,8.18026072717657,7.70955583962233
734134.415983796,2085.66630015392,5113.33294753044,54.5235331077089,7.67572356603578,7.73039129170518
734134.49931713,2091.99956018824,5119.99953704025,54.5138880751925,6.9681363451237,7.71617592327094
734134.582650463,2098.33282022256,5126.66612655006,54.5042430426762,7.96645320131079,7.73990857195324
734134.665983796,2104.66608024803,5133.33271605056,54.4945980101733,7.37117965207016,7.72209035395068
734134.74931713,2110.99934028236,5139.99930556037,54.484952977657,7.13692935647205,7.69347548113302
734134.832650463,2117.33260031668,5146.66589507019,54.4753079451406,8.10065161760505,7.69159022251634
734134.915983796,2123.66586034215,5153.33248457069,54.4656629126378,7.98150633648583,7.68323048184769
734134.99931713,2129.99912037648,5159.9990740805,54.4560178801214,7.64173389736483,7.69387167690108
734135.082650463,2140.99847222026,5183.33009258844,54.2269783281805,7.85637369727182,7.67226536292003
734135.165983796,2151.99847221002,5206.66342590004,53.9979083007245,7.65111476256835,7.69764272414899
734135.24931713,2162.99847221514,5229.99675924424,53.7688382729486,7.57522186507045,7.69462424091803
734135.332650463,2173.99847222026,5253.33009258844,53.5397682451727,7.24785489540628,7.68473731214149
734135.415983796,2184.99847221002,5276.66342590004,53.3106982177167,7.73854688294174,7.69679677722847
734135.49931713,2195.99847221514,5299.99675924424,53.0816281899408,7.93791116892092,7.69595083030601
734135.582650463,2206.99847222026,5323.33009258844,52.8525581621648,7.49077096492728,7.71253102594694
734135.665983796,2217.99847221002,5346.66342590004,52.6234881347089,7.40173065592188,7.66263843639571
734135.74931713,2228.99847221514,5369.99675924424,52.394418106933,7.32939278087135,7.60983193635883
734135.832650463,2239.99847222026,5393.33009258844,52.165348079157,7.24041474973134,7.64507908173998
734135.915983796,2250.99847221002,5416.66342590004,51.9362780517011,8.03706697258409,7.66045334612635
734135.99931713,2261.99847221514,5439.99675924424,51.7072080239252,7.95498759001123,7.66116875
734136.082650463,2288.07971064351,5387.50729167601,51.6613683753184,7.59363466141234,7.63483161846754
734136.165983796,2314.16304395255,5335.00729172491,51.6155541790923,7.27582860057011,7.65864055445694
734136.24931713,2340.24637729803,5282.50729170046,51.5697399828023,7.67596144422551,7.64862864244809
734136.332650463,2366.32971064351,5230.00729167601,51.5239257865122,7.94901464065394,7.68142807265776
734136.415983796,2392.41304395255,5177.50729172491,51.4781115902862,7.0282214764895,7.66206995461922
734136.49931713,2418.49637729803,5125.00729170046,51.4322973939961,7.96961538379589,7.60154147392234
734136.582650463,2444.57971064351,5072.50729167601,51.386483197706,7.60724231353197,7.64749191852868
734136.665983796,2470.66304395255,5020.00729172491,51.34066900148,7.57860539246358,7.67594147414899
734136.74931713,2496.74637729803,4967.50729170046,51.2948548051899,7.78715803694702,7.64820359813466
734136.832650463,2522.82971064351,4915.00729167601,51.2490406088999,7.73149609922928,7.68690026923826
734136.915983796,2548.91304395255,4862.50729172491,51.2032264126738,7.95045610920058,7.67479031346142
734136.99931713,2574.99637729803,4810.00729170046,51.1574122163838,7.2834618307418,7.65906219426101
734137.082650463,2555.66935185529,4850.82766202977,51.4346627704692,7.47282388761958,7.64579976664252
734137.165983796,2536.33601853997,4891.66099532507,51.7119582007122,7.87368175972123,7.67992124230131
734137.24931713,2517.00268519763,4932.49432867742,51.9892536313427,7.53286156238823,7.69945019563992
734137.332650463,2497.66935185529,4973.32766202977,52.2665490619731,7.72813598120748,7.6974576709938
734137.415983796,2478.33601853997,5014.16099532507,52.5438444922162,8.10335120526429,7.70843109715447
734137.49931713,2459.00268519763,5054.99432867742,52.8211399228466,7.54512789203561,7.71029841969399
734137.582650463,2439.66935185529,5095.82766202977,53.098435353477,7.53273452724666,7.7089717104969
734137.665983796,2420.33601853997,5136.66099532507,53.3757307837201,7.54575527722847,7.70752483549892
734137.74931713,2401.00268519763,5177.49432867742,53.6530262143505,7.5823496516282,7.71670929449067
734137.832650463,2381.66935185529,5218.32766202977,53.9303216449809,7.61996540164572,7.7263543778285
734137.915983796,2362.33601853997,5259.16099532507,54.207617075224,7.65758115161069,7.73599946115285
734137.99931713,2343.00268519763,5299.99432867742,54.4849125058544,7.12341174450921,7.69987285721139
734138.082650463,2349.24920427242,5295.00063658206,54.3451156653031,6.84109237898012,7.52301979823958
734138.165983796,2355.49927660574,5290.00057871541,54.2052608871497,7.33540970119333,7.69746122010565
734138.24931713,2361.74934894778,5285.00052084178,54.0654061088009,7.25516760377878,7.7211747501929
734138.332650463,2367.99942128983,5280.00046296814,53.9255513304522,6.80406727950211,7.74645923583718
734138.415983796,2374.24949362314,5275.00040510149,53.7856965522987,7.37389722349413,7.74256956444434
734138.49931713,2380.49956596519,5270.00034722785,53.64584177395,7.24994116107084,7.75035884814509
734138.582650463,2386.74963830723,5265.00028935421,53.5059869956012,7.08970078145798,7.74950545735511
734138.665983796,2392.99971064055,5260.00023148756,53.3661322174478,6.50543683262151,7.71808196364941
734138.74931713,2399.24978298259,5255.00017361393,53.226277439099,7.27382093864458,7.71614526454861
734138.832650463,2405.49985532464,5250.00011574029,53.0864226607502,7.15181185181336,7.73249664267618
734138.915983796,2411.74992765795,5245.00005787364,52.9465678825968,7.40826635806281,7.70216747819802
734138.99931713,2418,5240,52.8067131042481,7.3977420886761,7.70563618556368
734139.082650463,2401.74999999243,5243.33333333489,52.8862848282231,7.10711898288174,7.72644645135192
734139.165983796,2385.50000000757,5246.66666666511,52.965856552087,6.78390530507108,7.74134510103105
734139.24931713,2369.25,5250,53.045428276062,7.2691954579147,7.73810003477367
734139.332650463,2352.99999999243,5253.33333333489,53.1250000000371,7.22131821187418,7.75283562912851
734139.415983796,2336.75000000757,5256.66666666511,53.2045717239009,7.11560506133549,7.7701124363206
734139.49931713,2320.5,5260,53.284143447876,7.31103462734644,7.76703484296811
734139.582650463,2304.24999999243,5263.33333333489,53.363715171851,7.14636140213657,7.76950759983839
734139.665983796,2288.00000000757,5266.66666666511,53.4432868957149,6.83837689823138,7.79556458667428
734139.74931713,2271.75,5270,53.5228586196899,6.47938133256233,7.7113222050039
734139.832650463,2255.49999999243,5273.33333333489,53.602430343665,7.09056377590933,7.72100660003129
734139.915983796,2239.25000000757,5276.66666666511,53.6820020675289,7.03970025433394,7.73419600019184
734139.99931713,2223,5280,53.7615737915039,6.85306861608924,7.70117063971048
734140.082650463,2259.74957467284,5291.66653164217,53.5421511296116,7.18891315352084,7.54353267924226
734140.165983796,2296.49914929435,5303.33306326805,53.3227284680259,7.1643203345222,7.69327389797999
734140.24931713,2333.24872396719,5314.99959491022,53.1033058061336,6.89984535613953,7.54506692374836
734140.332650463,2369.99829864003,5326.66612655239,52.8838831442413,7.25974862537147,7.68927040467113
734140.415983796,2406.74787326154,5338.33265817827,52.6644604826556,7.10312727321649,7.63065615487946
734140.49931713,2443.49744793438,5349.99918982044,52.4450378207633,6.86855272210616,7.71773853831871
734140.582650463,2480.24702260722,5361.66572146261,52.225615158871,6.47322686675731,7.66751418416369
